"dep";"jour";"nb"
"63";"2020-03-28";3
"64";"2020-03-28";4
"65";"2020-03-28";3
"66";"2020-03-28";1
"67";"2020-03-28";18
"68";"2020-03-28";20
"69";"2020-03-28";26
"70";"2020-03-28";1
"71";"2020-03-28";6
"72";"2020-03-28";3
"73";"2020-03-28";7
"74";"2020-03-28";9
"75";"2020-03-28";31
"76";"2020-03-28";9
"77";"2020-03-28";13
"78";"2020-03-28";10
"79";"2020-03-28";2
"80";"2020-03-28";13
"81";"2020-03-28";4
"82";"2020-03-28";1
"83";"2020-03-28";10
"84";"2020-03-28";7
"85";"2020-03-28";3
"86";"2020-03-28";2
"87";"2020-03-28";2
"88";"2020-03-28";6
"89";"2020-03-28";2
"90";"2020-03-28";1
"91";"2020-03-28";13
"92";"2020-03-28";19
"93";"2020-03-28";16
"94";"2020-03-28";16
"95";"2020-03-28";9
"971";"2020-03-28";2
"972";"2020-03-28";1
"973";"2020-03-28";0
"974";"2020-03-28";1
"976";"2020-03-28";0
"01";"2020-03-29";6
"02";"2020-03-29";8
"03";"2020-03-29";3
"04";"2020-03-29";3
"05";"2020-03-29";3
"06";"2020-03-29";10
"07";"2020-03-29";4
"08";"2020-03-29";2
"09";"2020-03-29";2
"10";"2020-03-29";3
"11";"2020-03-29";5
"12";"2020-03-29";2
"13";"2020-03-29";30
"14";"2020-03-29";6
"15";"2020-03-29";1
"16";"2020-03-29";2
"17";"2020-03-29";3
"18";"2020-03-29";1
"19";"2020-03-29";4
"21";"2020-03-29";4
"22";"2020-03-29";5
"23";"2020-03-29";1
"24";"2020-03-29";1
"25";"2020-03-29";3
"26";"2020-03-29";6
"27";"2020-03-29";4
"28";"2020-03-29";3
"29";"2020-03-29";4
"2A";"2020-03-29";1
"2B";"2020-03-29";1
"30";"2020-03-29";3
"31";"2020-03-29";12
"32";"2020-03-29";1
"33";"2020-03-29";14
"34";"2020-03-29";15
"35";"2020-03-29";6
"36";"2020-03-29";2
"37";"2020-03-29";4
"38";"2020-03-29";7
"39";"2020-03-29";3
"40";"2020-03-29";2
"41";"2020-03-29";2
"42";"2020-03-29";9
"43";"2020-03-29";2
"44";"2020-03-29";9
"45";"2020-03-29";4
"46";"2020-03-29";2
"47";"2020-03-29";1
"48";"2020-03-29";1
"49";"2020-03-29";3
"50";"2020-03-29";3
"51";"2020-03-29";7
"52";"2020-03-29";4
"53";"2020-03-29";4
"54";"2020-03-29";12
"55";"2020-03-29";3
"56";"2020-03-29";5
"57";"2020-03-29";13
"58";"2020-03-29";1
"59";"2020-03-29";23
"60";"2020-03-29";13
"61";"2020-03-29";4
"62";"2020-03-29";16
"63";"2020-03-29";3
"64";"2020-03-29";4
"65";"2020-03-29";5
"66";"2020-03-29";1
"67";"2020-03-29";18
"68";"2020-03-29";20
"69";"2020-03-29";26
"70";"2020-03-29";1
"71";"2020-03-29";6
"72";"2020-03-29";3
"73";"2020-03-29";7
"74";"2020-03-29";9
"75";"2020-03-29";31
"76";"2020-03-29";9
"77";"2020-03-29";13
"78";"2020-03-29";12
"79";"2020-03-29";2
"80";"2020-03-29";13
"81";"2020-03-29";4
"82";"2020-03-29";1
"83";"2020-03-29";11
"84";"2020-03-29";7
"85";"2020-03-29";3
"86";"2020-03-29";2
"87";"2020-03-29";2
"88";"2020-03-29";6
"89";"2020-03-29";2
"90";"2020-03-29";1
"91";"2020-03-29";13
"92";"2020-03-29";20
"93";"2020-03-29";16
"94";"2020-03-29";17
"95";"2020-03-29";9
"971";"2020-03-29";2
"972";"2020-03-29";1
"973";"2020-03-29";0
"974";"2020-03-29";1
"976";"2020-03-29";0
"01";"2020-03-30";6
"02";"2020-03-30";9
"03";"2020-03-30";3
"04";"2020-03-30";3
"05";"2020-03-30";4
"06";"2020-03-30";10
"07";"2020-03-30";4
"08";"2020-03-30";2
"09";"2020-03-30";2
"10";"2020-03-30";4
"11";"2020-03-30";5
"12";"2020-03-30";2
"13";"2020-03-30";30
"14";"2020-03-30";6
"15";"2020-03-30";1
"16";"2020-03-30";2
"17";"2020-03-30";4
"18";"2020-03-30";1
"19";"2020-03-30";4
"21";"2020-03-30";5
"22";"2020-03-30";5
"23";"2020-03-30";1
"24";"2020-03-30";2
"25";"2020-03-30";3
"26";"2020-03-30";6
"27";"2020-03-30";4
"28";"2020-03-30";3
"29";"2020-03-30";4
"2A";"2020-03-30";1
"2B";"2020-03-30";1
"30";"2020-03-30";3
"31";"2020-03-30";12
"32";"2020-03-30";1
"33";"2020-03-30";14
"34";"2020-03-30";15
"35";"2020-03-30";7
"36";"2020-03-30";2
"37";"2020-03-30";4
"38";"2020-03-30";7
"39";"2020-03-30";3
"40";"2020-03-30";2
"41";"2020-03-30";3
"42";"2020-03-30";9
"43";"2020-03-30";2
"44";"2020-03-30";9
"45";"2020-03-30";4
"46";"2020-03-30";2
"47";"2020-03-30";2
"48";"2020-03-30";1
"49";"2020-03-30";3
"50";"2020-03-30";4
"51";"2020-03-30";7
"52";"2020-03-30";4
"53";"2020-03-30";4
"54";"2020-03-30";13
"55";"2020-03-30";3
"56";"2020-03-30";5
"57";"2020-03-30";13
"58";"2020-03-30";1
"59";"2020-03-30";23
"60";"2020-03-30";15
"61";"2020-03-30";4
"62";"2020-03-30";16
"63";"2020-03-30";3
"64";"2020-03-30";4
"65";"2020-03-30";5
"66";"2020-03-30";1
"67";"2020-03-30";18
"68";"2020-03-30";21
"69";"2020-03-30";26
"70";"2020-03-30";1
"71";"2020-03-30";6
"72";"2020-03-30";4
"73";"2020-03-30";7
"74";"2020-03-30";9
"75";"2020-03-30";33
"76";"2020-03-30";9
"77";"2020-03-30";13
"78";"2020-03-30";12
"79";"2020-03-30";2
"80";"2020-03-30";14
"81";"2020-03-30";4
"82";"2020-03-30";2
"83";"2020-03-30";14
"84";"2020-03-30";7
"85";"2020-03-30";3
"86";"2020-03-30";2
"87";"2020-03-30";2
"88";"2020-03-30";6
"89";"2020-03-30";2
"90";"2020-03-30";1
"91";"2020-03-30";13
"92";"2020-03-30";23
"93";"2020-03-30";16
"94";"2020-03-30";17
"95";"2020-03-30";9
"971";"2020-03-30";2
"972";"2020-03-30";1
"973";"2020-03-30";0
"974";"2020-03-30";1
"976";"2020-03-30";0
"01";"2020-03-31";6
"02";"2020-03-31";9
"03";"2020-03-31";3
"04";"2020-03-31";3
"05";"2020-03-31";4
"06";"2020-03-31";12
"07";"2020-03-31";4
"08";"2020-03-31";2
"09";"2020-03-31";2
"10";"2020-03-31";4
"11";"2020-03-31";5
"12";"2020-03-31";2
"13";"2020-03-31";30
"14";"2020-03-31";7
"15";"2020-03-31";1
"16";"2020-03-31";2
"17";"2020-03-31";4
"18";"2020-03-31";1
"19";"2020-03-31";4
"21";"2020-03-31";5
"22";"2020-03-31";5
"23";"2020-03-31";1
"24";"2020-03-31";1
"25";"2020-03-31";3
"26";"2020-03-31";6
"27";"2020-03-31";5
"28";"2020-03-31";4
"29";"2020-03-31";4
"2A";"2020-03-31";1
"2B";"2020-03-31";1
"30";"2020-03-31";3
"31";"2020-03-31";13
"32";"2020-03-31";1
"33";"2020-03-31";14
"34";"2020-03-31";15
"35";"2020-03-31";9
"36";"2020-03-31";3
"37";"2020-03-31";4
"38";"2020-03-31";7
"39";"2020-03-31";3
"40";"2020-03-31";2
"41";"2020-03-31";3
"42";"2020-03-31";9
"43";"2020-03-31";2
"44";"2020-03-31";10
"45";"2020-03-31";4
"46";"2020-03-31";2
"47";"2020-03-31";2
"48";"2020-03-31";1
"49";"2020-03-31";3
"50";"2020-03-31";4
"51";"2020-03-31";6
"52";"2020-03-31";4
"53";"2020-03-31";4
"54";"2020-03-31";13
"55";"2020-03-31";3
"56";"2020-03-31";5
"57";"2020-03-31";14
"58";"2020-03-31";1
"59";"2020-03-31";25
"60";"2020-03-31";16
"61";"2020-03-31";6
"62";"2020-03-31";18
"63";"2020-03-31";3
"64";"2020-03-31";4
"65";"2020-03-31";5
"66";"2020-03-31";2
"67";"2020-03-31";18
"68";"2020-03-31";21
"69";"2020-03-31";27
"70";"2020-03-31";2
"71";"2020-03-31";6
"72";"2020-03-31";4
"73";"2020-03-31";7
"74";"2020-03-31";9
"75";"2020-03-31";32
"76";"2020-03-31";10
"77";"2020-03-31";13
"78";"2020-03-31";17
"79";"2020-03-31";2
"80";"2020-03-31";14
"81";"2020-03-31";4
"82";"2020-03-31";2
"83";"2020-03-31";14
"84";"2020-03-31";7
"85";"2020-03-31";3
"86";"2020-03-31";2
"87";"2020-03-31";2
"88";"2020-03-31";6
"89";"2020-03-31";2
"90";"2020-03-31";1
"91";"2020-03-31";15
"92";"2020-03-31";28
"93";"2020-03-31";18
"94";"2020-03-31";19
"95";"2020-03-31";9
"971";"2020-03-31";2
"972";"2020-03-31";1
"973";"2020-03-31";0
"974";"2020-03-31";1
"976";"2020-03-31";0
"01";"2020-04-01";6
"02";"2020-04-01";9
"03";"2020-04-01";3
"04";"2020-04-01";3
"05";"2020-04-01";4
"06";"2020-04-01";16
"07";"2020-04-01";4
"08";"2020-04-01";2
"09";"2020-04-01";2
"10";"2020-04-01";5
"11";"2020-04-01";5
"12";"2020-04-01";2
"13";"2020-04-01";31
"14";"2020-04-01";7
"15";"2020-04-01";1
"16";"2020-04-01";2
"17";"2020-04-01";4
"18";"2020-04-01";2
"19";"2020-04-01";4
"21";"2020-04-01";5
"22";"2020-04-01";5
"23";"2020-04-01";1
"24";"2020-04-01";2
"25";"2020-04-01";3
"26";"2020-04-01";6
"27";"2020-04-01";6
"28";"2020-04-01";4
"29";"2020-04-01";4
"2A";"2020-04-01";1
"2B";"2020-04-01";1
"30";"2020-04-01";3
"31";"2020-04-01";13
"32";"2020-04-01";2
"33";"2020-04-01";16
"34";"2020-04-01";15
"35";"2020-04-01";9
"36";"2020-04-01";3
"37";"2020-04-01";5
"38";"2020-04-01";7
"39";"2020-04-01";3
"40";"2020-04-01";2
"41";"2020-04-01";3
"42";"2020-04-01";9
"43";"2020-04-01";2
"44";"2020-04-01";10
"45";"2020-04-01";4
"46";"2020-04-01";3
"47";"2020-04-01";3
"48";"2020-04-01";1
"49";"2020-04-01";4
"50";"2020-04-01";4
"51";"2020-04-01";7
"52";"2020-04-01";4
"53";"2020-04-01";4
"54";"2020-04-01";13
"55";"2020-04-01";3
"56";"2020-04-01";6
"57";"2020-04-01";14
"58";"2020-04-01";1
"59";"2020-04-01";27
"60";"2020-04-01";16
"61";"2020-04-01";6
"62";"2020-04-01";20
"63";"2020-04-01";3
"64";"2020-04-01";4
"65";"2020-04-01";5
"66";"2020-04-01";2
"67";"2020-04-01";21
"68";"2020-04-01";21
"69";"2020-04-01";28
"70";"2020-04-01";2
"71";"2020-04-01";7
"72";"2020-04-01";5
"73";"2020-04-01";7
"74";"2020-04-01";9
"75";"2020-04-01";32
"76";"2020-04-01";10
"77";"2020-04-01";15
"78";"2020-04-01";18
"79";"2020-04-01";3
"80";"2020-04-01";14
"81";"2020-04-01";5
"82";"2020-04-01";3
"83";"2020-04-01";14
"84";"2020-04-01";8
"85";"2020-04-01";4
"86";"2020-04-01";2
"87";"2020-04-01";3
"88";"2020-04-01";6
"89";"2020-04-01";3
"90";"2020-04-01";1
"91";"2020-04-01";15
"92";"2020-04-01";31
"93";"2020-04-01";19
"94";"2020-04-01";19
"95";"2020-04-01";11
"971";"2020-04-01";2
"972";"2020-04-01";1
"973";"2020-04-01";1
"974";"2020-04-01";1
"976";"2020-04-01";1
"01";"2020-04-02";6
"02";"2020-04-02";10
"03";"2020-04-02";3
"04";"2020-04-02";3
"05";"2020-04-02";4
"06";"2020-04-02";17
"07";"2020-04-02";4
"08";"2020-04-02";2
"09";"2020-04-02";2
"10";"2020-04-02";6
"11";"2020-04-02";5
"12";"2020-04-02";3
"13";"2020-04-02";34
"14";"2020-04-02";8
"15";"2020-04-02";2
"16";"2020-04-02";2
"17";"2020-04-02";4
"18";"2020-04-02";3
"19";"2020-04-02";4
"21";"2020-04-02";7
"22";"2020-04-02";5
"23";"2020-04-02";1
"24";"2020-04-02";3
"25";"2020-04-02";3
"26";"2020-04-02";6
"27";"2020-04-02";6
"28";"2020-04-02";4
"29";"2020-04-02";5
"2A";"2020-04-02";1
"2B";"2020-04-02";1
"30";"2020-04-02";3
"31";"2020-04-02";14
"32";"2020-04-02";2
"33";"2020-04-02";16
"34";"2020-04-02";16
"35";"2020-04-02";10
"36";"2020-04-02";3
"37";"2020-04-02";6
"38";"2020-04-02";7
"39";"2020-04-02";3
"40";"2020-04-02";2
"41";"2020-04-02";3
"42";"2020-04-02";9
"43";"2020-04-02";2
"44";"2020-04-02";10
"45";"2020-04-02";5
"46";"2020-04-02";3
"47";"2020-04-02";3
"48";"2020-04-02";1
"49";"2020-04-02";5
"50";"2020-04-02";5
"51";"2020-04-02";7
"52";"2020-04-02";4
"53";"2020-04-02";4
"54";"2020-04-02";14
"55";"2020-04-02";3
"56";"2020-04-02";6
"57";"2020-04-02";14
"58";"2020-04-02";1
"59";"2020-04-02";32
"60";"2020-04-02";16
"61";"2020-04-02";6
"62";"2020-04-02";21
"63";"2020-04-02";3
"64";"2020-04-02";4
"65";"2020-04-02";5
"66";"2020-04-02";2
"67";"2020-04-02";21
"68";"2020-04-02";21
"69";"2020-04-02";28
"70";"2020-04-02";2
"71";"2020-04-02";7
"72";"2020-04-02";5
"73";"2020-04-02";7
"74";"2020-04-02";11
"75";"2020-04-02";35
"76";"2020-04-02";11
"77";"2020-04-02";17
"78";"2020-04-02";20
"79";"2020-04-02";3
"80";"2020-04-02";14
"81";"2020-04-02";5
"82";"2020-04-02";3
"83";"2020-04-02";16
"84";"2020-04-02";8
"85";"2020-04-02";4
"86";"2020-04-02";2
"87";"2020-04-02";3
"88";"2020-04-02";6
"89";"2020-04-02";6
"90";"2020-04-02";1
"91";"2020-04-02";17
"92";"2020-04-02";33
"93";"2020-04-02";19
"94";"2020-04-02";19
"95";"2020-04-02";12
"971";"2020-04-02";2
"972";"2020-04-02";1
"973";"2020-04-02";2
"974";"2020-04-02";1
"976";"2020-04-02";1
"01";"2020-04-03";6
"02";"2020-04-03";11
"03";"2020-04-03";3
"04";"2020-04-03";3
"05";"2020-04-03";4
"06";"2020-04-03";18
"07";"2020-04-03";4
"08";"2020-04-03";2
"09";"2020-04-03";2
"10";"2020-04-03";6
"11";"2020-04-03";5
"12";"2020-04-03";3
"13";"2020-04-03";35
"14";"2020-04-03";7
"15";"2020-04-03";2
"16";"2020-04-03";2
"17";"2020-04-03";5
"18";"2020-04-03";3
"19";"2020-04-03";4
"21";"2020-04-03";7
"22";"2020-04-03";5
"23";"2020-04-03";1
"24";"2020-04-03";3
"25";"2020-04-03";3
"26";"2020-04-03";6
"27";"2020-04-03";6
"28";"2020-04-03";6
"29";"2020-04-03";6
"2A";"2020-04-03";1
"2B";"2020-04-03";1
"30";"2020-04-03";3
"31";"2020-04-03";14
"32";"2020-04-03";2
"33";"2020-04-03";15
"34";"2020-04-03";16
"35";"2020-04-03";10
"36";"2020-04-03";4
"37";"2020-04-03";6
"38";"2020-04-03";8
"39";"2020-04-03";3
"40";"2020-04-03";2
"41";"2020-04-03";3
"42";"2020-04-03";9
"43";"2020-04-03";2
"44";"2020-04-03";11
"45";"2020-04-03";5
"46";"2020-04-03";3
"47";"2020-04-03";3
"48";"2020-04-03";1
"49";"2020-04-03";5
"50";"2020-04-03";5
"51";"2020-04-03";8
"52";"2020-04-03";4
"53";"2020-04-03";4
"54";"2020-04-03";14
"55";"2020-04-03";3
"56";"2020-04-03";6
"57";"2020-04-03";14
"58";"2020-04-03";1
"59";"2020-04-03";33
"60";"2020-04-03";16
"61";"2020-04-03";7
"62";"2020-04-03";21
"63";"2020-04-03";3
"64";"2020-04-03";4
"65";"2020-04-03";5
"66";"2020-04-03";2
"67";"2020-04-03";22
"68";"2020-04-03";21
"69";"2020-04-03";28
"70";"2020-04-03";2
"71";"2020-04-03";7
"72";"2020-04-03";6
"73";"2020-04-03";7
"74";"2020-04-03";11
"75";"2020-04-03";34
"76";"2020-04-03";11
"77";"2020-04-03";18
"78";"2020-04-03";20
"79";"2020-04-03";3
"80";"2020-04-03";15
"81";"2020-04-03";5
"82";"2020-04-03";3
"83";"2020-04-03";16
"84";"2020-04-03";9
"85";"2020-04-03";4
"86";"2020-04-03";2
"87";"2020-04-03";3
"88";"2020-04-03";7
"89";"2020-04-03";5
"90";"2020-04-03";1
"91";"2020-04-03";18
"92";"2020-04-03";36
"93";"2020-04-03";20
"94";"2020-04-03";20
"95";"2020-04-03";13
"971";"2020-04-03";3
"972";"2020-04-03";1
"973";"2020-04-03";2
"974";"2020-04-03";1
"976";"2020-04-03";1
"01";"2020-04-04";6
"02";"2020-04-04";10
"03";"2020-04-04";3
"04";"2020-04-04";3
"05";"2020-04-04";4
"06";"2020-04-04";18
"07";"2020-04-04";4
"08";"2020-04-04";2
"09";"2020-04-04";2
"10";"2020-04-04";6
"11";"2020-04-04";5
"12";"2020-04-04";3
"13";"2020-04-04";36
"14";"2020-04-04";8
"15";"2020-04-04";3
"16";"2020-04-04";2
"17";"2020-04-04";5
"18";"2020-04-04";3
"19";"2020-04-04";4
"21";"2020-04-04";7
"22";"2020-04-04";5
"23";"2020-04-04";1
"24";"2020-04-04";3
"25";"2020-04-04";3
"26";"2020-04-04";6
"27";"2020-04-04";6
"28";"2020-04-04";7
"29";"2020-04-04";7
"2A";"2020-04-04";1
"2B";"2020-04-04";1
"30";"2020-04-04";3
"31";"2020-04-04";14
"32";"2020-04-04";2
"33";"2020-04-04";15
"34";"2020-04-04";16
"35";"2020-04-04";10
"36";"2020-04-04";4
"37";"2020-04-04";7
"38";"2020-04-04";8
"39";"2020-04-04";3
"40";"2020-04-04";2
"41";"2020-04-04";3
"42";"2020-04-04";9
"43";"2020-04-04";2
"44";"2020-04-04";11
"45";"2020-04-04";5
"46";"2020-04-04";3
"47";"2020-04-04";4
"48";"2020-04-04";1
"49";"2020-04-04";5
"50";"2020-04-04";5
"51";"2020-04-04";8
"52";"2020-04-04";4
"53";"2020-04-04";4
"54";"2020-04-04";13
"55";"2020-04-04";3
"56";"2020-04-04";6
"57";"2020-04-04";15
"58";"2020-04-04";1
"59";"2020-04-04";36
"60";"2020-04-04";16
"61";"2020-04-04";7
"62";"2020-04-04";22
"63";"2020-04-04";3
"64";"2020-04-04";4
"65";"2020-04-04";5
"66";"2020-04-04";2
"67";"2020-04-04";22
"68";"2020-04-04";21
"69";"2020-04-04";28
"70";"2020-04-04";2
"71";"2020-04-04";7
"72";"2020-04-04";6
"73";"2020-04-04";7
"74";"2020-04-04";11
"75";"2020-04-04";35
"76";"2020-04-04";11
"77";"2020-04-04";18
"78";"2020-04-04";23
"79";"2020-04-04";3
"80";"2020-04-04";14
"81";"2020-04-04";5
"82";"2020-04-04";3
"83";"2020-04-04";17
"84";"2020-04-04";9
"85";"2020-04-04";4
"86";"2020-04-04";2
"87";"2020-04-04";3
"88";"2020-04-04";7
"89";"2020-04-04";6
"90";"2020-04-04";1
"91";"2020-04-04";20
"92";"2020-04-04";41
"93";"2020-04-04";23
"94";"2020-04-04";23
"95";"2020-04-04";14
"971";"2020-04-04";3
"972";"2020-04-04";1
"973";"2020-04-04";2
"974";"2020-04-04";1
"976";"2020-04-04";1
"01";"2020-04-05";6
"02";"2020-04-05";10
"03";"2020-04-05";3
"04";"2020-04-05";3
"05";"2020-04-05";4
"06";"2020-04-05";18
"07";"2020-04-05";4
"08";"2020-04-05";2
"09";"2020-04-05";2
"10";"2020-04-05";6
"11";"2020-04-05";5
"12";"2020-04-05";3
"13";"2020-04-05";36
"14";"2020-04-05";8
"15";"2020-04-05";3
"16";"2020-04-05";2
"17";"2020-04-05";5
"18";"2020-04-05";3
"19";"2020-04-05";4
"21";"2020-04-05";7
"22";"2020-04-05";5
"23";"2020-04-05";1
"24";"2020-04-05";3
"25";"2020-04-05";3
"26";"2020-04-05";6
"27";"2020-04-05";6
"28";"2020-04-05";7
"29";"2020-04-05";6
"2A";"2020-04-05";1
"2B";"2020-04-05";1
"30";"2020-04-05";3
"31";"2020-04-05";14
"32";"2020-04-05";2
"33";"2020-04-05";15
"34";"2020-04-05";16
"35";"2020-04-05";10
"36";"2020-04-05";4
"37";"2020-04-05";7
"38";"2020-04-05";8
"39";"2020-04-05";3
"40";"2020-04-05";2
"41";"2020-04-05";3
"42";"2020-04-05";9
"43";"2020-04-05";2
"44";"2020-04-05";12
"45";"2020-04-05";5
"46";"2020-04-05";3
"47";"2020-04-05";3
"48";"2020-04-05";1
"49";"2020-04-05";5
"50";"2020-04-05";5
"51";"2020-04-05";8
"52";"2020-04-05";4
"53";"2020-04-05";4
"54";"2020-04-05";13
"55";"2020-04-05";3
"56";"2020-04-05";6
"57";"2020-04-05";15
"58";"2020-04-05";1
"59";"2020-04-05";36
"60";"2020-04-05";16
"61";"2020-04-05";7
"62";"2020-04-05";22
"63";"2020-04-05";3
"64";"2020-04-05";4
"65";"2020-04-05";5
"66";"2020-04-05";2
"67";"2020-04-05";22
"68";"2020-04-05";21
"69";"2020-04-05";28
"70";"2020-04-05";2
"71";"2020-04-05";7
"72";"2020-04-05";6
"73";"2020-04-05";7
"74";"2020-04-05";11
"75";"2020-04-05";35
"76";"2020-04-05";11
"77";"2020-04-05";19
"78";"2020-04-05";23
"79";"2020-04-05";3
"80";"2020-04-05";14
"81";"2020-04-05";5
"82";"2020-04-05";3
"83";"2020-04-05";17
"84";"2020-04-05";9
"85";"2020-04-05";4
"86";"2020-04-05";2
"87";"2020-04-05";3
"88";"2020-04-05";7
"89";"2020-04-05";6
"90";"2020-04-05";2
"91";"2020-04-05";20
"92";"2020-04-05";42
"93";"2020-04-05";23
"94";"2020-04-05";23
"95";"2020-04-05";14
"971";"2020-04-05";3
"972";"2020-04-05";1
"973";"2020-04-05";2
"974";"2020-04-05";1
"976";"2020-04-05";1
"01";"2020-04-06";6
"02";"2020-04-06";12
"03";"2020-04-06";3
"04";"2020-04-06";3
"05";"2020-04-06";4
"06";"2020-04-06";18
"07";"2020-04-06";4
"08";"2020-04-06";2
"09";"2020-04-06";2
"10";"2020-04-06";5
"11";"2020-04-06";5
"12";"2020-04-06";2
"13";"2020-04-06";37
"14";"2020-04-06";8
"15";"2020-04-06";3
"16";"2020-04-06";2
"17";"2020-04-06";5
"18";"2020-04-06";3
"19";"2020-04-06";4
"21";"2020-04-06";7
"22";"2020-04-06";5
"23";"2020-04-06";1
"24";"2020-04-06";3
"25";"2020-04-06";3
"26";"2020-04-06";6
"27";"2020-04-06";6
"28";"2020-04-06";7
"29";"2020-04-06";6
"2A";"2020-04-06";1
"2B";"2020-04-06";1
"30";"2020-04-06";3
"31";"2020-04-06";14
"32";"2020-04-06";2
"33";"2020-04-06";15
"34";"2020-04-06";16
"35";"2020-04-06";10
"36";"2020-04-06";5
"37";"2020-04-06";8
"38";"2020-04-06";8
"39";"2020-04-06";3
"40";"2020-04-06";2
"41";"2020-04-06";4
"42";"2020-04-06";10
"43";"2020-04-06";2
"44";"2020-04-06";12
"45";"2020-04-06";5
"46";"2020-04-06";3
"47";"2020-04-06";3
"48";"2020-04-06";1
"49";"2020-04-06";5
"50";"2020-04-06";5
"51";"2020-04-06";8
"52";"2020-04-06";4
"53";"2020-04-06";4
"54";"2020-04-06";13
"55";"2020-04-06";3
"56";"2020-04-06";6
"57";"2020-04-06";15
"58";"2020-04-06";2
"59";"2020-04-06";36
"60";"2020-04-06";16
"61";"2020-04-06";7
"62";"2020-04-06";22
"63";"2020-04-06";3
"64";"2020-04-06";5
"65";"2020-04-06";5
"66";"2020-04-06";2
"67";"2020-04-06";22
"68";"2020-04-06";21
"69";"2020-04-06";28
"70";"2020-04-06";2
"71";"2020-04-06";7
"72";"2020-04-06";6
"73";"2020-04-06";7
"74";"2020-04-06";11
"75";"2020-04-06";37
"76";"2020-04-06";11
"77";"2020-04-06";19
"78";"2020-04-06";24
"79";"2020-04-06";3
"80";"2020-04-06";14
"81";"2020-04-06";5
"82";"2020-04-06";3
"83";"2020-04-06";17
"84";"2020-04-06";9
"85";"2020-04-06";4
"86";"2020-04-06";2
"87";"2020-04-06";3
"88";"2020-04-06";7
"89";"2020-04-06";6
"90";"2020-04-06";2
"91";"2020-04-06";21
"92";"2020-04-06";42
"93";"2020-04-06";23
"94";"2020-04-06";25
"95";"2020-04-06";15
"971";"2020-04-06";3
"972";"2020-04-06";1
"973";"2020-04-06";2
"974";"2020-04-06";1
"976";"2020-04-06";1
"01";"2020-04-07";6
"02";"2020-04-07";12
"03";"2020-04-07";3
"04";"2020-04-07";4
"05";"2020-04-07";4
"06";"2020-04-07";20
"07";"2020-04-07";4
"08";"2020-04-07";3
"09";"2020-04-07";2
"10";"2020-04-07";5
"11";"2020-04-07";5
"12";"2020-04-07";2
"13";"2020-04-07";38
"14";"2020-04-07";8
"15";"2020-04-07";3
"16";"2020-04-07";2
"17";"2020-04-07";6
"18";"2020-04-07";3
"19";"2020-04-07";4
"21";"2020-04-07";7
"22";"2020-04-07";5
"23";"2020-04-07";2
"24";"2020-04-07";3
"25";"2020-04-07";3
"26";"2020-04-07";6
"27";"2020-04-07";6
"28";"2020-04-07";7
"29";"2020-04-07";7
"2A";"2020-04-07";2
"2B";"2020-04-07";1
"30";"2020-04-07";4
"31";"2020-04-07";14
"32";"2020-04-07";2
"33";"2020-04-07";16
"34";"2020-04-07";16
"35";"2020-04-07";11
"36";"2020-04-07";8
"37";"2020-04-07";7
"38";"2020-04-07";8
"39";"2020-04-07";3
"40";"2020-04-07";2
"41";"2020-04-07";5
"42";"2020-04-07";10
"43";"2020-04-07";2
"44";"2020-04-07";12
"45";"2020-04-07";6
"46";"2020-04-07";3
"47";"2020-04-07";3
"48";"2020-04-07";1
"49";"2020-04-07";5
"50";"2020-04-07";5
"51";"2020-04-07";8
"52";"2020-04-07";4
"53";"2020-04-07";4
"54";"2020-04-07";16
"55";"2020-04-07";3
"56";"2020-04-07";7
"57";"2020-04-07";15
"58";"2020-04-07";2
"59";"2020-04-07";37
"60";"2020-04-07";17
"61";"2020-04-07";7
"62";"2020-04-07";24
"63";"2020-04-07";3
"64";"2020-04-07";6
"65";"2020-04-07";5
"66";"2020-04-07";3
"67";"2020-04-07";22
"68";"2020-04-07";20
"69";"2020-04-07";28
"70";"2020-04-07";2
"71";"2020-04-07";7
"72";"2020-04-07";6
"73";"2020-04-07";7
"74";"2020-04-07";11
"75";"2020-04-07";40
"76";"2020-04-07";11
"77";"2020-04-07";20
"78";"2020-04-07";25
"79";"2020-04-07";3
"80";"2020-04-07";14
"81";"2020-04-07";5
"82";"2020-04-07";3
"83";"2020-04-07";17
"84";"2020-04-07";9
"85";"2020-04-07";4
"86";"2020-04-07";2
"87";"2020-04-07";3
"88";"2020-04-07";7
"89";"2020-04-07";6
"90";"2020-04-07";2
"91";"2020-04-07";21
"92";"2020-04-07";42
"93";"2020-04-07";26
"94";"2020-04-07";25
"95";"2020-04-07";17
"971";"2020-04-07";3
"972";"2020-04-07";1
"973";"2020-04-07";2
"974";"2020-04-07";1
"976";"2020-04-07";1
"01";"2020-04-08";7
"02";"2020-04-08";12
"03";"2020-04-08";3
"04";"2020-04-08";4
"05";"2020-04-08";5
"06";"2020-04-08";20
"07";"2020-04-08";4
"08";"2020-04-08";3
"09";"2020-04-08";2
"10";"2020-04-08";5
"11";"2020-04-08";5
"12";"2020-04-08";2
"13";"2020-04-08";40
"14";"2020-04-08";8
"15";"2020-04-08";3
"16";"2020-04-08";3
"17";"2020-04-08";5
"18";"2020-04-08";3
"19";"2020-04-08";4
"21";"2020-04-08";7
"22";"2020-04-08";5
"23";"2020-04-08";2
"24";"2020-04-08";3
"25";"2020-04-08";3
"26";"2020-04-08";7
"27";"2020-04-08";6
